car_id,start_position,end_position,balance,toll,toll_charges,distance_to_toll,passage_time,road_travel_time
0,pimpri,keshav nagar,471.7806474872936,mum-pune toll,28.21935251270638,4.275659471622178,13.882521610248492,5.9797045199871945e-06
